hour,isholiday,weekday,month,year,season,Vehicles
4,False,Monday,7,2016,Summer,18
5,False,Monday,7,2016,Summer,17
6,False,Monday,7,2016,Summer,19
7,False,Monday,7,2016,Summer,22
8,False,Monday,7,2016,Summer,28
9,False,Monday,7,2016,Summer,35
10,False,Monday,7,2016,Summer,50
11,False,Monday,7,2016,Summer,79
12,False,Monday,7,2016,Summer,70
13,False,Monday,7,2016,Summer,64
14,False,Monday,7,2016,Summer,64
15,False,Monday,7,2016,Summer,66
16,False,Monday,7,2016,Summer,60
17,False,Monday,7,2016,Summer,62
18,False,Monday,7,2016,Summer,65
19,False,Monday,7,2016,Summer,66
20,False,Monday,7,2016,Summer,63
21,False,Monday,7,2016,Summer,57
22,False,Monday,7,2016,Summer,55
23,False,Monday,7,2016,Summer,51
0,False,Tuesday,7,2016,Summer,42
1,False,Tuesday,7,2016,Summer,40
2,False,Tuesday,7,2016,Summer,32
3,False,Tuesday,7,2016,Summer,22
4,False,Tuesday,7,2016,Summer,22
5,False,Tuesday,7,2016,Summer,24
6,False,Tuesday,7,2016,Summer,25
7,False,Tuesday,7,2016,Summer,23
8,False,Tuesday,7,2016,Summer,30
9,False,Tuesday,7,2016,Summer,35
10,False,Tuesday,7,2016,Summer,45
11,False,Tuesday,7,2016,Summer,58
12,False,Tuesday,7,2016,Summer,57
13,False,Tuesday,7,2016,Summer,55
14,False,Tuesday,7,2016,Summer,58
15,False,Tuesday,7,2016,Summer,52
16,False,Tuesday,7,2016,Summer,54
17,False,Tuesday,7,2016,Summer,54
18,False,Tuesday,7,2016,Summer,57
19,False,Tuesday,7,2016,Summer,62
20,False,Tuesday,7,2016,Summer,62
21,False,Tuesday,7,2016,Summer,51
22,False,Tuesday,7,2016,Summer,50
23,False,Tuesday,7,2016,Summer,53
0,False,Wednesday,7,2016,Summer,41
1,False,Wednesday,7,2016,Summer,36
2,False,Wednesday,7,2016,Summer,31
3,False,Wednesday,7,2016,Summer,24
4,False,Wednesday,7,2016,Summer,19
5,False,Wednesday,7,2016,Summer,22
6,False,Wednesday,7,2016,Summer,25
7,False,Wednesday,7,2016,Summer,26
8,False,Wednesday,7,2016,Summer,32
9,False,Wednesday,7,2016,Summer,34
10,False,Wednesday,7,2016,Summer,46
11,False,Wednesday,7,2016,Summer,51
12,False,Wednesday,7,2016,Summer,57
13,False,Wednesday,7,2016,Summer,54
14,False,Wednesday,7,2016,Summer,53
15,False,Wednesday,7,2016,Summer,60
16,False,Wednesday,7,2016,Summer,57
17,False,Wednesday,7,2016,Summer,50
18,False,Wednesday,7,2016,Summer,52
19,False,Wednesday,7,2016,Summer,57
20,False,Wednesday,7,2016,Summer,55
21,False,Wednesday,7,2016,Summer,50
22,False,Wednesday,7,2016,Summer,46
23,False,Wednesday,7,2016,Summer,47
0,False,Thursday,7,2016,Summer,41
1,False,Thursday,7,2016,Summer,36
2,False,Thursday,7,2016,Summer,31
3,False,Thursday,7,2016,Summer,27
4,False,Thursday,7,2016,Summer,23
5,False,Thursday,7,2016,Summer,18
6,False,Thursday,7,2016,Summer,25
7,False,Thursday,7,2016,Summer,27
8,False,Thursday,7,2016,Summer,32
9,False,Thursday,7,2016,Summer,36
10,False,Thursday,7,2016,Summer,49
11,False,Thursday,7,2016,Summer,64
12,False,Thursday,7,2016,Summer,65
13,False,Thursday,7,2016,Summer,54
14,False,Thursday,7,2016,Summer,58
15,False,Thursday,7,2016,Summer,57
16,False,Thursday,7,2016,Summer,57
17,False,Thursday,7,2016,Summer,56
18,False,Thursday,7,2016,Summer,58
19,False,Thursday,7,2016,Summer,59
20,False,Thursday,7,2016,Summer,59
21,False,Thursday,7,2016,Summer,52
22,False,Thursday,7,2016,Summer,49
23,False,Thursday,7,2016,Summer,49
0,False,Friday,7,2016,Summer,45
1,False,Friday,7,2016,Summer,41
2,False,Friday,7,2016,Summer,32
3,False,Friday,7,2016,Summer,30
4,False,Friday,7,2016,Summer,24
5,False,Friday,7,2016,Summer,19
6,False,Friday,7,2016,Summer,23
7,False,Friday,7,2016,Summer,25
8,False,Friday,7,2016,Summer,31
9,False,Friday,7,2016,Summer,39
10,False,Friday,7,2016,Summer,49
11,False,Friday,7,2016,Summer,56
12,False,Friday,7,2016,Summer,62
13,False,Friday,7,2016,Summer,50
14,False,Friday,7,2016,Summer,54
15,False,Friday,7,2016,Summer,50
16,False,Friday,7,2016,Summer,47
17,False,Friday,7,2016,Summer,49
18,False,Friday,7,2016,Summer,53
19,False,Friday,7,2016,Summer,57
20,False,Friday,7,2016,Summer,50
21,False,Friday,7,2016,Summer,48
22,False,Friday,7,2016,Summer,50
23,False,Friday,7,2016,Summer,44
0,False,Saturday,7,2016,Summer,42
1,False,Saturday,7,2016,Summer,33
2,False,Saturday,7,2016,Summer,30
3,False,Saturday,7,2016,Summer,20
4,False,Saturday,7,2016,Summer,18
5,False,Saturday,7,2016,Summer,14
6,False,Saturday,7,2016,Summer,14
7,False,Saturday,7,2016,Summer,20
8,False,Saturday,7,2016,Summer,20
9,False,Saturday,7,2016,Summer,23
10,False,Saturday,7,2016,Summer,32
11,False,Saturday,7,2016,Summer,32
12,False,Saturday,7,2016,Summer,31
13,False,Saturday,7,2016,Summer,27
14,False,Saturday,7,2016,Summer,30
15,False,Saturday,7,2016,Summer,27
16,False,Saturday,7,2016,Summer,29
17,False,Saturday,7,2016,Summer,29
18,False,Saturday,7,2016,Summer,30
19,False,Saturday,7,2016,Summer,42
20,False,Saturday,7,2016,Summer,40
21,False,Saturday,7,2016,Summer,36
22,False,Saturday,7,2016,Summer,34
23,False,Saturday,7,2016,Summer,37
0,False,Sunday,7,2016,Summer,35
1,False,Sunday,7,2016,Summer,23
2,False,Sunday,7,2016,Summer,22
3,False,Sunday,7,2016,Summer,17
4,False,Sunday,7,2016,Summer,14
5,False,Sunday,7,2016,Summer,14
6,False,Sunday,7,2016,Summer,14
7,False,Sunday,7,2016,Summer,14
8,False,Sunday,7,2016,Summer,21
9,False,Sunday,7,2016,Summer,27
10,False,Sunday,7,2016,Summer,29
11,False,Sunday,7,2016,Summer,34
12,False,Sunday,7,2016,Summer,35
13,False,Sunday,7,2016,Summer,33
14,False,Sunday,7,2016,Summer,28
15,False,Sunday,7,2016,Summer,27
16,False,Sunday,7,2016,Summer,29
17,False,Sunday,7,2016,Summer,28
18,False,Sunday,7,2016,Summer,32
19,False,Sunday,7,2016,Summer,36
20,False,Sunday,7,2016,Summer,38
21,False,Sunday,7,2016,Summer,36
22,False,Sunday,7,2016,Summer,37
23,False,Sunday,7,2016,Summer,35
0,False,Monday,7,2016,Summer,35
1,False,Monday,7,2016,Summer,26
2,False,Monday,7,2016,Summer,19
3,False,Monday,7,2016,Summer,20
4,False,Monday,7,2016,Summer,15
5,False,Monday,7,2016,Summer,19
6,False,Monday,7,2016,Summer,19
7,False,Monday,7,2016,Summer,23
8,False,Monday,7,2016,Summer,26
9,False,Monday,7,2016,Summer,33
10,False,Monday,7,2016,Summer,42
11,False,Monday,7,2016,Summer,68
12,False,Monday,7,2016,Summer,69
13,False,Monday,7,2016,Summer,60
14,False,Monday,7,2016,Summer,61
15,False,Monday,7,2016,Summer,58
16,False,Monday,7,2016,Summer,60
17,False,Monday,7,2016,Summer,58
18,False,Monday,7,2016,Summer,64
19,False,Monday,7,2016,Summer,62
20,False,Monday,7,2016,Summer,61
21,False,Monday,7,2016,Summer,53
22,False,Monday,7,2016,Summer,53
23,False,Monday,7,2016,Summer,51
0,False,Tuesday,7,2016,Summer,47
1,False,Tuesday,7,2016,Summer,35
2,False,Tuesday,7,2016,Summer,33
3,False,Tuesday,7,2016,Summer,23
4,False,Tuesday,7,2016,Summer,25
5,False,Tuesday,7,2016,Summer,21
6,False,Tuesday,7,2016,Summer,25
7,False,Tuesday,7,2016,Summer,32
8,False,Tuesday,7,2016,Summer,32
9,False,Tuesday,7,2016,Summer,40
10,False,Tuesday,7,2016,Summer,49
11,False,Tuesday,7,2016,Summer,56
12,False,Tuesday,7,2016,Summer,62
13,False,Tuesday,7,2016,Summer,55
14,False,Tuesday,7,2016,Summer,62
15,False,Tuesday,7,2016,Summer,59
16,False,Tuesday,7,2016,Summer,53
17,False,Tuesday,7,2016,Summer,56
18,False,Tuesday,7,2016,Summer,62
19,False,Tuesday,7,2016,Summer,68
20,False,Tuesday,7,2016,Summer,64
21,False,Tuesday,7,2016,Summer,58
22,False,Tuesday,7,2016,Summer,58
23,False,Tuesday,7,2016,Summer,53
0,False,Wednesday,7,2016,Summer,47
1,False,Wednesday,7,2016,Summer,44
2,False,Wednesday,7,2016,Summer,37
3,False,Wednesday,7,2016,Summer,28
4,False,Wednesday,7,2016,Summer,25
5,False,Wednesday,7,2016,Summer,22
6,False,Wednesday,7,2016,Summer,26
7,False,Wednesday,7,2016,Summer,31
8,False,Wednesday,7,2016,Summer,37
9,False,Wednesday,7,2016,Summer,43
10,False,Wednesday,7,2016,Summer,54
11,False,Wednesday,7,2016,Summer,61
12,False,Wednesday,7,2016,Summer,59
13,False,Wednesday,7,2016,Summer,54
14,False,Wednesday,7,2016,Summer,61
15,False,Wednesday,7,2016,Summer,59
16,False,Wednesday,7,2016,Summer,57
17,False,Wednesday,7,2016,Summer,59
18,False,Wednesday,7,2016,Summer,61
19,False,Wednesday,7,2016,Summer,63
20,False,Wednesday,7,2016,Summer,58
21,False,Wednesday,7,2016,Summer,56
22,False,Wednesday,7,2016,Summer,54
23,False,Wednesday,7,2016,Summer,51
0,False,Thursday,7,2016,Summer,44
1,False,Thursday,7,2016,Summer,40
2,False,Thursday,7,2016,Summer,34
3,False,Thursday,7,2016,Summer,24
4,False,Thursday,7,2016,Summer,23
5,False,Thursday,7,2016,Summer,20
6,False,Thursday,7,2016,Summer,24
7,False,Thursday,7,2016,Summer,24
8,False,Thursday,7,2016,Summer,30
9,False,Thursday,7,2016,Summer,39
10,False,Thursday,7,2016,Summer,47
11,False,Thursday,7,2016,Summer,86
12,False,Thursday,7,2016,Summer,73
13,False,Thursday,7,2016,Summer,66
14,False,Thursday,7,2016,Summer,66
15,False,Thursday,7,2016,Summer,64
16,False,Thursday,7,2016,Summer,61
17,False,Thursday,7,2016,Summer,58
18,False,Thursday,7,2016,Summer,65
19,False,Thursday,7,2016,Summer,62
20,False,Thursday,7,2016,Summer,69
21,False,Thursday,7,2016,Summer,60
22,False,Thursday,7,2016,Summer,53
23,False,Thursday,7,2016,Summer,51
0,False,Friday,7,2016,Summer,44
1,False,Friday,7,2016,Summer,39
2,False,Friday,7,2016,Summer,30
3,False,Friday,7,2016,Summer,25
4,False,Friday,7,2016,Summer,23
5,False,Friday,7,2016,Summer,19
6,False,Friday,7,2016,Summer,20
7,False,Friday,7,2016,Summer,24
8,False,Friday,7,2016,Summer,31
9,False,Friday,7,2016,Summer,40
10,False,Friday,7,2016,Summer,43
11,False,Friday,7,2016,Summer,63
12,False,Friday,7,2016,Summer,63
13,False,Friday,7,2016,Summer,51
14,False,Friday,7,2016,Summer,56
15,False,Friday,7,2016,Summer,58
16,False,Friday,7,2016,Summer,56
17,False,Friday,7,2016,Summer,57
18,False,Friday,7,2016,Summer,60
19,False,Friday,7,2016,Summer,60
20,False,Friday,7,2016,Summer,55
21,False,Friday,7,2016,Summer,52
22,False,Friday,7,2016,Summer,50
23,False,Friday,7,2016,Summer,49
0,False,Saturday,7,2016,Summer,55
1,False,Saturday,7,2016,Summer,36
2,False,Saturday,7,2016,Summer,32
3,False,Saturday,7,2016,Summer,26
4,False,Saturday,7,2016,Summer,21
5,False,Saturday,7,2016,Summer,20
6,False,Saturday,7,2016,Summer,18
7,False,Saturday,7,2016,Summer,21
8,False,Saturday,7,2016,Summer,24
9,False,Saturday,7,2016,Summer,27
10,False,Saturday,7,2016,Summer,38
11,False,Saturday,7,2016,Summer,39
12,False,Saturday,7,2016,Summer,37
13,False,Saturday,7,2016,Summer,35
14,False,Saturday,7,2016,Summer,35
15,False,Saturday,7,2016,Summer,34
16,False,Saturday,7,2016,Summer,33
17,False,Saturday,7,2016,Summer,30
18,False,Saturday,7,2016,Summer,36
19,False,Saturday,7,2016,Summer,33
20,False,Saturday,7,2016,Summer,38
21,False,Saturday,7,2016,Summer,38
22,False,Saturday,7,2016,Summer,42
23,False,Saturday,7,2016,Summer,38
0,False,Sunday,7,2016,Summer,33
1,False,Sunday,7,2016,Summer,27
2,False,Sunday,7,2016,Summer,22
3,False,Sunday,7,2016,Summer,20
4,False,Sunday,7,2016,Summer,18
5,False,Sunday,7,2016,Summer,17
6,False,Sunday,7,2016,Summer,16
7,False,Sunday,7,2016,Summer,18
8,False,Sunday,7,2016,Summer,19
9,False,Sunday,7,2016,Summer,27
10,False,Sunday,7,2016,Summer,35
11,False,Sunday,7,2016,Summer,38
12,False,Sunday,7,2016,Summer,33
13,False,Sunday,7,2016,Summer,34
14,False,Sunday,7,2016,Summer,36
15,False,Sunday,7,2016,Summer,37
16,False,Sunday,7,2016,Summer,31
17,False,Sunday,7,2016,Summer,32
18,False,Sunday,7,2016,Summer,36
19,False,Sunday,7,2016,Summer,38
20,False,Sunday,7,2016,Summer,43
21,False,Sunday,7,2016,Summer,41
22,False,Sunday,7,2016,Summer,42
23,False,Sunday,7,2016,Summer,40
0,False,Monday,7,2016,Summer,36
1,False,Monday,7,2016,Summer,28
2,False,Monday,7,2016,Summer,25
3,False,Monday,7,2016,Summer,22
4,False,Monday,7,2016,Summer,16
5,False,Monday,7,2016,Summer,20
6,False,Monday,7,2016,Summer,24
7,False,Monday,7,2016,Summer,27
8,False,Monday,7,2016,Summer,31
9,False,Monday,7,2016,Summer,38
10,False,Monday,7,2016,Summer,54
11,False,Monday,7,2016,Summer,77
12,False,Monday,7,2016,Summer,74
13,False,Monday,7,2016,Summer,61
14,False,Monday,7,2016,Summer,68
15,False,Monday,7,2016,Summer,64
16,False,Monday,7,2016,Summer,59
17,False,Monday,7,2016,Summer,61
18,False,Monday,7,2016,Summer,67
19,False,Monday,7,2016,Summer,67
20,False,Monday,7,2016,Summer,65
21,False,Monday,7,2016,Summer,61
22,False,Monday,7,2016,Summer,56
23,False,Monday,7,2016,Summer,58
0,False,Tuesday,7,2016,Summer,52
1,False,Tuesday,7,2016,Summer,39
2,False,Tuesday,7,2016,Summer,37
3,False,Tuesday,7,2016,Summer,28
4,False,Tuesday,7,2016,Summer,23
5,False,Tuesday,7,2016,Summer,24
6,False,Tuesday,7,2016,Summer,23
7,False,Tuesday,7,2016,Summer,28
8,False,Tuesday,7,2016,Summer,33
9,False,Tuesday,7,2016,Summer,40
10,False,Tuesday,7,2016,Summer,57
11,False,Tuesday,7,2016,Summer,58
12,False,Tuesday,7,2016,Summer,68
13,False,Tuesday,7,2016,Summer,58
14,False,Tuesday,7,2016,Summer,60
15,False,Tuesday,7,2016,Summer,62
16,False,Tuesday,7,2016,Summer,59
17,False,Tuesday,7,2016,Summer,57
18,False,Tuesday,7,2016,Summer,66
19,False,Tuesday,7,2016,Summer,69
20,False,Tuesday,7,2016,Summer,65
21,False,Tuesday,7,2016,Summer,57
22,False,Tuesday,7,2016,Summer,53
23,False,Tuesday,7,2016,Summer,50
0,False,Wednesday,7,2016,Summer,45
1,False,Wednesday,7,2016,Summer,40
2,False,Wednesday,7,2016,Summer,35
3,False,Wednesday,7,2016,Summer,28
4,False,Wednesday,7,2016,Summer,20
5,False,Wednesday,7,2016,Summer,23
6,False,Wednesday,7,2016,Summer,24
7,False,Wednesday,7,2016,Summer,29
8,False,Wednesday,7,2016,Summer,29
9,False,Wednesday,7,2016,Summer,40
10,False,Wednesday,7,2016,Summer,52
11,False,Wednesday,7,2016,Summer,57
12,False,Wednesday,7,2016,Summer,62
13,False,Wednesday,7,2016,Summer,51
14,False,Wednesday,7,2016,Summer,59
15,False,Wednesday,7,2016,Summer,54
16,False,Wednesday,7,2016,Summer,56
17,False,Wednesday,7,2016,Summer,59
18,False,Wednesday,7,2016,Summer,60
19,False,Wednesday,7,2016,Summer,59
20,False,Wednesday,7,2016,Summer,59
21,False,Wednesday,7,2016,Summer,57
22,False,Wednesday,7,2016,Summer,55
23,False,Wednesday,7,2016,Summer,52
0,False,Thursday,7,2016,Summer,50
1,False,Thursday,7,2016,Summer,42
2,False,Thursday,7,2016,Summer,33
3,False,Thursday,7,2016,Summer,30
4,False,Thursday,7,2016,Summer,23
5,False,Thursday,7,2016,Summer,23
6,False,Thursday,7,2016,Summer,27
7,False,Thursday,7,2016,Summer,29
8,False,Thursday,7,2016,Summer,29
9,False,Thursday,7,2016,Summer,39
10,False,Thursday,7,2016,Summer,49
11,False,Thursday,7,2016,Summer,69
12,False,Thursday,7,2016,Summer,71
13,False,Thursday,7,2016,Summer,56
14,False,Thursday,7,2016,Summer,65
15,False,Thursday,7,2016,Summer,59
16,False,Thursday,7,2016,Summer,55
17,False,Thursday,7,2016,Summer,57
18,False,Thursday,7,2016,Summer,64
19,False,Thursday,7,2016,Summer,66
20,False,Thursday,7,2016,Summer,62
21,False,Thursday,7,2016,Summer,58
22,False,Thursday,7,2016,Summer,61
23,False,Thursday,7,2016,Summer,56
0,False,Friday,7,2016,Summer,51
1,False,Friday,7,2016,Summer,41
2,False,Friday,7,2016,Summer,30
3,False,Friday,7,2016,Summer,28
4,False,Friday,7,2016,Summer,22
5,False,Friday,7,2016,Summer,23
6,False,Friday,7,2016,Summer,23
7,False,Friday,7,2016,Summer,27
8,False,Friday,7,2016,Summer,30
9,False,Friday,7,2016,Summer,37
10,False,Friday,7,2016,Summer,48
11,False,Friday,7,2016,Summer,54
12,False,Friday,7,2016,Summer,59
13,False,Friday,7,2016,Summer,49
14,False,Friday,7,2016,Summer,55
15,False,Friday,7,2016,Summer,54
16,False,Friday,7,2016,Summer,49
17,False,Friday,7,2016,Summer,51
18,False,Friday,7,2016,Summer,57
19,False,Friday,7,2016,Summer,56
20,False,Friday,7,2016,Summer,50
21,False,Friday,7,2016,Summer,50
22,False,Friday,7,2016,Summer,43
23,False,Friday,7,2016,Summer,42
0,False,Saturday,7,2016,Summer,44
1,False,Saturday,7,2016,Summer,37
2,False,Saturday,7,2016,Summer,29
3,False,Saturday,7,2016,Summer,22
4,False,Saturday,7,2016,Summer,18
5,False,Saturday,7,2016,Summer,18
6,False,Saturday,7,2016,Summer,15
7,False,Saturday,7,2016,Summer,17
8,False,Saturday,7,2016,Summer,19
9,False,Saturday,7,2016,Summer,26
10,False,Saturday,7,2016,Summer,36
11,False,Saturday,7,2016,Summer,35
12,False,Saturday,7,2016,Summer,39
13,False,Saturday,7,2016,Summer,38
14,False,Saturday,7,2016,Summer,33
15,False,Saturday,7,2016,Summer,35
16,False,Saturday,7,2016,Summer,33
17,False,Saturday,7,2016,Summer,31
18,False,Saturday,7,2016,Summer,37
19,False,Saturday,7,2016,Summer,44
20,False,Saturday,7,2016,Summer,41
21,False,Saturday,7,2016,Summer,41
22,False,Saturday,7,2016,Summer,42
23,False,Saturday,7,2016,Summer,40
0,False,Sunday,7,2016,Summer,33
1,False,Sunday,7,2016,Summer,27
2,False,Sunday,7,2016,Summer,23
3,False,Sunday,7,2016,Summer,21
4,False,Sunday,7,2016,Summer,16
5,False,Sunday,7,2016,Summer,18
6,False,Sunday,7,2016,Summer,14
7,False,Sunday,7,2016,Summer,18
8,False,Sunday,7,2016,Summer,22
9,False,Sunday,7,2016,Summer,28
10,False,Sunday,7,2016,Summer,31
11,False,Sunday,7,2016,Summer,34
12,False,Sunday,7,2016,Summer,34
13,False,Sunday,7,2016,Summer,29
14,False,Sunday,7,2016,Summer,30
15,False,Sunday,7,2016,Summer,32
16,False,Sunday,7,2016,Summer,33
17,False,Sunday,7,2016,Summer,34
18,False,Sunday,7,2016,Summer,35
19,False,Sunday,7,2016,Summer,42
20,False,Sunday,7,2016,Summer,42
21,False,Sunday,7,2016,Summer,40
22,False,Sunday,7,2016,Summer,39
23,False,Sunday,7,2016,Summer,38
0,False,Monday,8,2016,Summer,33
1,False,Monday,8,2016,Summer,27
2,False,Monday,8,2016,Summer,24
3,False,Monday,8,2016,Summer,19
4,False,Monday,8,2016,Summer,18
5,False,Monday,8,2016,Summer,19
6,False,Monday,8,2016,Summer,24
7,False,Monday,8,2016,Summer,27
8,False,Monday,8,2016,Summer,31
9,False,Monday,8,2016,Summer,35
10,False,Monday,8,2016,Summer,52
11,False,Monday,8,2016,Summer,72
12,False,Monday,8,2016,Summer,71
13,False,Monday,8,2016,Summer,55
14,False,Monday,8,2016,Summer,62
15,False,Monday,8,2016,Summer,66
16,False,Monday,8,2016,Summer,65
17,False,Monday,8,2016,Summer,61
18,False,Monday,8,2016,Summer,64
19,False,Monday,8,2016,Summer,65
20,False,Monday,8,2016,Summer,64
21,False,Monday,8,2016,Summer,53
22,False,Monday,8,2016,Summer,58
23,False,Monday,8,2016,Summer,50
0,False,Tuesday,8,2016,Summer,45
1,False,Tuesday,8,2016,Summer,37
2,False,Tuesday,8,2016,Summer,38
3,False,Tuesday,8,2016,Summer,30
4,False,Tuesday,8,2016,Summer,23
5,False,Tuesday,8,2016,Summer,21
6,False,Tuesday,8,2016,Summer,28
7,False,Tuesday,8,2016,Summer,31
8,False,Tuesday,8,2016,Summer,33
9,False,Tuesday,8,2016,Summer,41
10,False,Tuesday,8,2016,Summer,52
11,False,Tuesday,8,2016,Summer,57
12,False,Tuesday,8,2016,Summer,61
13,False,Tuesday,8,2016,Summer,57
14,False,Tuesday,8,2016,Summer,62
15,False,Tuesday,8,2016,Summer,59
16,False,Tuesday,8,2016,Summer,57
17,False,Tuesday,8,2016,Summer,58
18,False,Tuesday,8,2016,Summer,58
19,False,Tuesday,8,2016,Summer,73
20,False,Tuesday,8,2016,Summer,70
21,False,Tuesday,8,2016,Summer,64
22,False,Tuesday,8,2016,Summer,61
23,False,Tuesday,8,2016,Summer,57
0,False,Wednesday,8,2016,Summer,47
1,False,Wednesday,8,2016,Summer,41
2,False,Wednesday,8,2016,Summer,37
3,False,Wednesday,8,2016,Summer,30
4,False,Wednesday,8,2016,Summer,23
5,False,Wednesday,8,2016,Summer,24
6,False,Wednesday,8,2016,Summer,28
7,False,Wednesday,8,2016,Summer,28
8,False,Wednesday,8,2016,Summer,35
9,False,Wednesday,8,2016,Summer,42
10,False,Wednesday,8,2016,Summer,55
11,False,Wednesday,8,2016,Summer,72
12,False,Wednesday,8,2016,Summer,69
13,False,Wednesday,8,2016,Summer,60
14,False,Wednesday,8,2016,Summer,62
15,False,Wednesday,8,2016,Summer,69
16,False,Wednesday,8,2016,Summer,60
17,False,Wednesday,8,2016,Summer,64
18,False,Wednesday,8,2016,Summer,64
19,False,Wednesday,8,2016,Summer,67
20,False,Wednesday,8,2016,Summer,61
21,False,Wednesday,8,2016,Summer,59
22,False,Wednesday,8,2016,Summer,56
23,False,Wednesday,8,2016,Summer,57
0,False,Thursday,8,2016,Summer,47
1,False,Thursday,8,2016,Summer,43
2,False,Thursday,8,2016,Summer,36
3,False,Thursday,8,2016,Summer,29
4,False,Thursday,8,2016,Summer,23
5,False,Thursday,8,2016,Summer,25
6,False,Thursday,8,2016,Summer,26
7,False,Thursday,8,2016,Summer,29
8,False,Thursday,8,2016,Summer,38
9,False,Thursday,8,2016,Summer,44
10,False,Thursday,8,2016,Summer,46
11,False,Thursday,8,2016,Summer,59
12,False,Thursday,8,2016,Summer,63
13,False,Thursday,8,2016,Summer,55
14,False,Thursday,8,2016,Summer,62
15,False,Thursday,8,2016,Summer,61
16,False,Thursday,8,2016,Summer,53
17,False,Thursday,8,2016,Summer,55
18,False,Thursday,8,2016,Summer,60
19,False,Thursday,8,2016,Summer,61
20,False,Thursday,8,2016,Summer,55
21,False,Thursday,8,2016,Summer,51
22,False,Thursday,8,2016,Summer,57
23,False,Thursday,8,2016,Summer,49
0,False,Friday,8,2016,Summer,44
1,False,Friday,8,2016,Summer,38
2,False,Friday,8,2016,Summer,33
3,False,Friday,8,2016,Summer,23
4,False,Friday,8,2016,Summer,19
5,False,Friday,8,2016,Summer,21
6,False,Friday,8,2016,Summer,23
7,False,Friday,8,2016,Summer,25
8,False,Friday,8,2016,Summer,32
9,False,Friday,8,2016,Summer,38
10,False,Friday,8,2016,Summer,50
11,False,Friday,8,2016,Summer,51
12,False,Friday,8,2016,Summer,56
13,False,Friday,8,2016,Summer,51
14,False,Friday,8,2016,Summer,58
15,False,Friday,8,2016,Summer,56
16,False,Friday,8,2016,Summer,48
17,False,Friday,8,2016,Summer,47
18,False,Friday,8,2016,Summer,52
19,False,Friday,8,2016,Summer,55
20,False,Friday,8,2016,Summer,53
21,False,Friday,8,2016,Summer,47
22,False,Friday,8,2016,Summer,46
23,False,Friday,8,2016,Summer,41
0,False,Saturday,8,2016,Summer,42
1,False,Saturday,8,2016,Summer,34
2,False,Saturday,8,2016,Summer,30
3,False,Saturday,8,2016,Summer,23
4,False,Saturday,8,2016,Summer,20
5,False,Saturday,8,2016,Summer,18
6,False,Saturday,8,2016,Summer,12
7,False,Saturday,8,2016,Summer,19
8,False,Saturday,8,2016,Summer,23
9,False,Saturday,8,2016,Summer,26
10,False,Saturday,8,2016,Summer,32
11,False,Saturday,8,2016,Summer,37
12,False,Saturday,8,2016,Summer,30
13,False,Saturday,8,2016,Summer,32
14,False,Saturday,8,2016,Summer,29
15,False,Saturday,8,2016,Summer,32
16,False,Saturday,8,2016,Summer,34
17,False,Saturday,8,2016,Summer,29
18,False,Saturday,8,2016,Summer,34
19,False,Saturday,8,2016,Summer,38
20,False,Saturday,8,2016,Summer,38
21,False,Saturday,8,2016,Summer,36
22,False,Saturday,8,2016,Summer,35
23,False,Saturday,8,2016,Summer,34
0,False,Sunday,8,2016,Summer,27
1,False,Sunday,8,2016,Summer,22
2,False,Sunday,8,2016,Summer,20
3,False,Sunday,8,2016,Summer,19
4,False,Sunday,8,2016,Summer,18
5,False,Sunday,8,2016,Summer,14
6,False,Sunday,8,2016,Summer,17
7,False,Sunday,8,2016,Summer,17
8,False,Sunday,8,2016,Summer,20
9,False,Sunday,8,2016,Summer,24
10,False,Sunday,8,2016,Summer,29
11,False,Sunday,8,2016,Summer,33
12,False,Sunday,8,2016,Summer,31
13,False,Sunday,8,2016,Summer,32
14,False,Sunday,8,2016,Summer,29
15,False,Sunday,8,2016,Summer,29
16,False,Sunday,8,2016,Summer,30
17,False,Sunday,8,2016,Summer,33
18,False,Sunday,8,2016,Summer,33
19,False,Sunday,8,2016,Summer,35
20,False,Sunday,8,2016,Summer,33
21,False,Sunday,8,2016,Summer,34
22,False,Sunday,8,2016,Summer,37
23,False,Sunday,8,2016,Summer,37
0,False,Monday,8,2016,Summer,36
1,False,Monday,8,2016,Summer,28
2,False,Monday,8,2016,Summer,26
3,False,Monday,8,2016,Summer,23
4,False,Monday,8,2016,Summer,19
5,False,Monday,8,2016,Summer,17
6,False,Monday,8,2016,Summer,24
7,False,Monday,8,2016,Summer,27
8,False,Monday,8,2016,Summer,31
9,False,Monday,8,2016,Summer,36
10,False,Monday,8,2016,Summer,50
11,False,Monday,8,2016,Summer,72
12,False,Monday,8,2016,Summer,70
13,False,Monday,8,2016,Summer,58
14,False,Monday,8,2016,Summer,66
15,False,Monday,8,2016,Summer,69
16,False,Monday,8,2016,Summer,66
17,False,Monday,8,2016,Summer,66
18,False,Monday,8,2016,Summer,70
19,False,Monday,8,2016,Summer,66
20,False,Monday,8,2016,Summer,66
21,False,Monday,8,2016,Summer,58
22,False,Monday,8,2016,Summer,62
23,False,Monday,8,2016,Summer,54
0,False,Tuesday,8,2016,Summer,49
1,False,Tuesday,8,2016,Summer,40
2,False,Tuesday,8,2016,Summer,34
3,False,Tuesday,8,2016,Summer,26
4,False,Tuesday,8,2016,Summer,24
5,False,Tuesday,8,2016,Summer,23
6,False,Tuesday,8,2016,Summer,28
